,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,STATION_NAME
142547,3632966,208275932,09/11/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,998908.0,225000.0,40.78424530300003,-73.94707117799999,"(40.78424530300003, -73.94707117799999)",96TH STREET
142592,3633011,500687329,09/12/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,1025246.0,192031.0,40.69367077300007,-73.85216527499993,"(40.69367077300007, -73.85216527499993)",WOODHAVEN BLVD.
142601,3633021,712005711,06/29/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,980295.0,195926.0,40.70445570500005,-74.01426591999996,"(40.70445570500005, -74.01426591999996)",BOWLING GREEN
142610,3633030,113361015,09/12/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,989545.0,215900.0,40.75927874300004,-73.98088828799997,"(40.75927874300004, -73.98088828799997)",47-50 STS./ROCKEFELLER CTR.
142613,3633033,441176859,09/12/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,986848.0,212883.0,40.75099904800004,-73.99062471199994,"(40.75099904800004, -73.99062471199994)",34 ST.-PENN STATION
142672,3633092,937476753,09/12/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,990502.0,188496.0,40.68406075000007,-73.97745929199993,"(40.68406075000007, -73.97745929199993)",ATLANTIC AVENUE
142749,3633170,314355480,09/13/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1008992.0,186404.0,40.67828631700007,-73.91079962899995,"(40.67828631700007, -73.91079962899995)",ROCKAWAY AVENUE
142752,3633173,872550240,09/10/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
142762,3633183,483983385,09/13/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,1002212.0,193214.0,40.69699455600005,-73.93522525599997,"(40.69699455600005, -73.93522525599997)",MYRTLE AVENUE
142791,3633212,904943935,09/18/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,1020429.0,212242.0,40.74916603900005,-73.86942725099993,"(40.74916603900005, -73.86942725099993)",JUNCTION BLVD.
142792,3633213,187097161,09/04/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1020182.0,206551.0,40.733546682000046,-73.870349101,"(40.733546682000046, -73.870349101)",WOODHAVEN BLVD.
142811,3633232,717165948,08/27/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,1012539.0,253107.0,40.86135789900004,-73.89773096099998,"(40.86135789900004, -73.89773096099998)",FORDHAM ROAD
142844,3633265,131311332,09/14/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,996821.0,156065.0,40.59503787700004,-73.95473598599993,"(40.59503787700004, -73.95473598599993)",NECK ROAD
143009,3633430,581863725,09/16/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
143034,3633455,638180013,09/14/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,994961.0,149718.0,40.577619067000064,-73.96144350199995,"(40.57761906700006, -73.96144350199995)",BRIGHTON BEACH
143090,3633518,812221763,09/16/2019,FORGERY,ATTEMPTED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
143159,3633588,810067733,09/13/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1010831.0,252019.0,40.858376975000056,-73.90391003799994,"(40.858376975000056, -73.90391003799994)",183 STREET
143181,3633610,401361136,09/02/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,981009.0,198960.0,40.71278360900004,-74.01169220199995,"(40.71278360900004, -74.01169220199995)",CORTLANDT STREET
143265,3633695,342696108,09/10/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,1003927.0,186763.0,40.67928439700007,-73.92905930999996,"(40.67928439700007, -73.92905930999996)",UTICA AVENUE
143297,3633727,172694208,09/11/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,989472.0,148971.0,40.57557363000007,-73.98120362499998,"(40.57557363000007, -73.98120362499998)",STILLWELL AVENUE-CONEY ISLAND
143320,3633750,544219119,09/11/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,996546.0,187436.0,40.68114495900005,-73.95566903799994,"(40.68114495900005, -73.95566903799994)",FRANKLIN AVENUE
143323,3633753,601511132,09/10/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,1001575.0,232339.0,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",125 STREET
143327,3633757,740485438,09/17/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,989294.0,215445.0,40.75803003100003,-73.98179465299995,"(40.75803003100003, -73.98179465299995)",47-50 STS./ROCKEFELLER CTR.
143399,3633829,380087355,09/11/2019,POSSESSION OF STOLEN PROPERTY,COMPLETED,MISDEMEANOR,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
143462,3633894,331211067,09/02/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,981009.0,198960.0,40.71278360900004,-74.01169220199995,"(40.71278360900004, -74.01169220199995)",CORTLANDT STREET
143538,3633970,133923028,09/17/2019,ROBBERY,COMPLETED,FELONY,QUEENS,1041627.0,198275.0,40.710718006000036,-73.79304054299999,"(40.710718006000036, -73.79304054299998)",169 STREET
143552,3633984,304454023,09/14/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1017478.0,256069.0,40.86947047700004,-73.87986080399995,"(40.86947047700004, -73.87986080399996)",BEDFORD PK. BLVD.
143579,3634011,849224342,09/18/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,1003180.0,210587.0,40.74467722700007,-73.93168550999997,"(40.74467722700007, -73.93168550999997)",33 STREET
143688,3634120,468477480,09/15/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
143734,3634167,764780288,09/16/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,988089.0,190305.0,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",HOYT-SCHERMERHORN
143743,3634178,288396850,08/22/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,989989.0,213543.0,40.752809101000025,-73.97928760899998,"(40.752809101000025, -73.97928760899998)",42 ST.-GRAND CENTRAL
143825,3634262,546814575,09/15/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,1010719.0,186857.0,40.679524703000034,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",BROADWAY-EASTERN PKWY
143888,3634325,356440687,09/11/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1032091.0,241976.0,40.83072232800004,-73.82712605899997,"(40.83072232800004, -73.82712605899997)",PELHAM BAY PARK
143911,3634348,995174098,09/16/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 ST.-UNION SQUARE
143940,3634377,275672966,07/13/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BRONX,1012539.0,253107.0,40.86135789900004,-73.89773096099998,"(40.86135789900004, -73.89773096099998)",FORDHAM ROAD
143952,3634389,129760270,09/11/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,988874.0,207673.0,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)",14 ST.-UNION SQUARE
144007,3634445,225567704,09/12/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,997890.0,202970.0,40.723780177000044,-73.95079187699997,"(40.723780177000044, -73.95079187699997)",NASSAU AVENUE
144045,3634483,289723548,09/17/2019,BURGLAR'S TOOLS,COMPLETED,MISDEMEANOR,BROOKLYN,998335.0,192625.0,40.69538490700006,-73.94920807199999,"(40.69538490700006, -73.94920807199998)",MYRTLE-WILLOUGHBY AVENUES
144121,3634561,160911393,09/11/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,993569.0,217891.0,40.76474020200004,-73.96636024699995,"(40.76474020200004, -73.96636024699995)",LEXINGTON AVE.
144213,3634654,592941818,09/16/2019,ROBBERY,COMPLETED,FELONY,QUEENS,1031253.0,179962.0,40.66051428600008,-73.83058757999999,"(40.66051428600008, -73.83058757999999)",HOWARD BEACH-JFK AIRPORT
144217,3634658,295060956,09/11/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1027434.0,251387.0,40.85657672800004,-73.84389367799997,"(40.85657672800004, -73.84389367799997)",PELHAM PKWY.
144230,3634671,670095674,09/13/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1005435.0,196875.0,40.70703601300004,-73.923590672,"(40.70703601300004, -73.923590672)",JEFFERSON STREET
144278,3634720,669679628,09/10/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
144297,3634739,266444439,09/09/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,990350.0,170826.0,40.63556059000007,-73.97802332399993,"(40.63556059000007, -73.97802332399993)",DITMAS AVENUE
144405,3634848,223075365,09/11/2019,OTHER OFFENSES RELATED TO THEF,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 ST.-UNION SQUARE
144440,3634883,720641289,09/13/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,988874.0,207673.0,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)",14 STREET
144447,3634890,740712137,09/07/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,981009.0,198960.0,40.71278360900004,-74.01169220199995,"(40.71278360900004, -74.01169220199995)",CORTLANDT STREET
144482,3634925,177517461,09/18/2019,OFFENSES AGAINST THE PERSON,COMPLETED,MISDEMEANOR,BRONX,1009226.0,257932.0,40.87461104400006,-73.90969013799997,"(40.87461104400006, -73.90969013799997)",225 ST.-MARBLE HILL
144511,3634954,857741768,09/16/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,989210.0,219405.0,40.76889926000007,-73.98209493899995,"(40.76889926000007, -73.98209493899996)",59 ST.-COLUMBUS CIRCLE
144535,3634978,114954244,09/15/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,990946.0,216319.0,40.76042784200007,-73.97583073299995,"(40.76042784200007, -73.97583073299995)",5 AVENUE
144541,3634984,268568105,09/12/2019,OFFENSES AGAINST THE PERSON,COMPLETED,MISDEMEANOR,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
144650,3635093,215555015,09/13/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,989266.0,217247.0,40.76297607600002,-73.98189437799994,"(40.76297607600002, -73.98189437799994)",7 AVENUE
144660,3635103,442786255,09/12/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
144750,3635194,371805693,09/15/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,988018.0,214637.0,40.75581291200007,-73.98640094899997,"(40.75581291200007, -73.98640094899997)",42 ST.-TIMES SQUARE
144764,3635208,111288027,09/10/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,982806.0,201821.0,40.72063684600005,-74.00521077799993,"(40.72063684600005, -74.00521077799993)",CANAL STREET
144862,3635306,225684812,09/14/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,985819.0,187385.0,40.68101337500008,-73.99434453099997,"(40.68101337500008, -73.99434453099997)",CARROLL STREET
144963,3635407,799776808,09/17/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BRONX,1004926.0,234532.0,40.81039601900005,-73.92531074499993,"(40.81039601900005, -73.92531074499993)",138 ST.-GRAND CONCOURSE
144978,3635422,488969854,09/10/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,994961.0,149718.0,40.577619067000064,-73.96144350199995,"(40.57761906700006, -73.96144350199995)",BRIGHTON BEACH
144997,3635441,570538751,09/10/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,988874.0,207673.0,40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)",14 STREET
145020,3635464,586268189,07/11/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,1005571.0,181640.0,40.66521910700004,-73.92314834999998,"(40.66521910700004, -73.92314834999998)",SUTTER AVENUE-RUTLAND ROAD
145048,3635492,137287954,09/12/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
145131,3635575,930256854,09/06/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,982103.0,198029.0,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",BROADWAY/NASSAU
145180,3635625,657307481,09/05/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BRONX,1004749.0,240880.0,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",161 ST.-YANKEE STADIUM
145255,3635700,615786925,09/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1012791.0,238814.0,40.822126997000055,-73.89688075599996,"(40.822126997000055, -73.89688075599996)",INTERVALE AVENUE
145283,3635728,760773663,07/31/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,981349.0,198508.0,40.71154309400004,-74.01046557799998,"(40.71154309400004, -74.01046557799998)",CHAMBERS ST.-WORLD TRADE CENTE
145323,3635768,172502052,08/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,1041627.0,198275.0,40.710718006000036,-73.79304054299999,"(40.710718006000036, -73.79304054299998)",169 STREET
145385,3635831,464544435,09/06/2019,FRAUDULENT ACCOSTING,COMPLETED,MISDEMEANOR,MANHATTAN,998641.0,236979.0,40.81712482300003,-73.94800964599993,"(40.81712482300003, -73.94800964599993)",135 STREET
145415,3635861,475724834,09/05/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,1000285.0,183163.0,40.66941055300003,-73.942198492,"(40.66941055300003, -73.942198492)",KINGSTON AVENUE
145481,3635928,904476947,09/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,1004369.0,237509.0,40.818568337000045,-73.92731394599997,"(40.818568337000045, -73.92731394599997)",149 ST.-GRAND CONCOURSE
145508,3635955,997496456,09/03/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",UNION SQUARE
145534,3635981,858415740,09/05/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,981604.0,198068.0,40.71033547800005,-74.00954559999997,"(40.71033547800005, -74.00954559999997)",FULTON STREET
145570,3636019,354344699,06/06/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
145604,3636053,790346917,08/30/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BRONX,1011257.0,261130.0,40.883382579000056,-73.90233330899997,"(40.883382579000056, -73.90233330899997)",238 STREET
145719,3636171,567513008,09/08/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1003358.0,182945.0,40.66880609300007,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",UTICA AVE.-CROWN HEIGHTS
145739,3636191,699980472,09/03/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1021568.0,185710.0,40.676337363000066,-73.86546353999995,"(40.676337363000066, -73.86546353999995)",GRANT AVENUE
145795,3636247,691666477,09/02/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1003132.0,196628.0,40.70636327000005,-73.93189789899995,"(40.70636327000005, -73.93189789899996)",MORGAN AVENUE
145818,3636270,287881997,09/01/2019,ROBBERY,COMPLETED,FELONY,BRONX,1009494.0,247830.0,40.846883343000044,-73.908759117,"(40.84688334300005, -73.908759117)",174-175 STREETS
145857,3636309,602890994,09/03/2019,SEX CRIMES,COMPLETED,FELONY,MANHATTAN,988353.0,217918.0,40.764818269000045,-73.98518977299993,"(40.764818269000045, -73.98518977299993)",49 STREET
145861,3636313,763856615,09/07/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,1031253.0,179962.0,40.66051428600008,-73.83058757999999,"(40.66051428600008, -73.83058757999999)",HOWARD BEACH-JFK AIRPORT
145892,3636344,548643549,09/08/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,1019779.0,185370.0,40.675411501000035,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",EUCLID AVENUE
145947,3636400,655953015,06/18/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
145971,3636425,768043383,09/09/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
146030,3636485,829196268,08/30/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,1001575.0,232339.0,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",125 STREET
146098,3636554,393370295,09/02/2019,ROBBERY,COMPLETED,FELONY,BRONX,1014172.0,241737.0,40.83014522400003,-73.89187807399995,"(40.83014522400003, -73.89187807399996)",FREEMAN STREET
146171,3636630,472240908,09/06/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,1038927.0,197178.0,40.70772410500007,-73.80278841599994,"(40.70772410500007, -73.80278841599994)",PARSONS BLVD.
146213,3636672,226991648,09/06/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,1010719.0,186857.0,40.679524703000034,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",BROADWAY-EASTERN PKWY
146308,3636767,269514021,09/03/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
146338,3636798,172951809,09/06/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,1000555.0,230994.0,40.800694331000045,-73.94110928599997,"(40.800694331000045, -73.94110928599997)",125 STREET
146360,3636821,916142809,09/03/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,988771.0,153727.0,40.58862829600001,-73.98372385799998,"(40.58862829600001, -73.98372385799998)",BAY 50 STREET
146372,3636833,473848766,08/04/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,1024740.0,204188.0,40.72704114300007,-73.85391685499997,"(40.72704114300007, -73.85391685499997)",67 AVENUE
146442,3636903,445645252,07/26/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
146517,3636978,421857709,09/05/2019,DANGEROUS WEAPONS,COMPLETED,FELONY,MANHATTAN,981604.0,198068.0,40.71033547800005,-74.00954559999997,"(40.71033547800005, -74.00954559999997)",FULTON STREET
146525,3636986,747601173,09/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,987076.0,194131.0,40.69952928300006,-73.98980968299998,"(40.69952928300006, -73.98980968299998)",HIGH STREET
146534,3636995,942005310,09/07/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,MANHATTAN,983985.0,205857.0,40.73171480100008,-74.00095761299998,"(40.731714801000074, -74.00095761299998)",W. 4 STREET
146626,3637088,957990968,09/06/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1021568.0,185710.0,40.676337363000066,-73.86546353999995,"(40.676337363000066, -73.86546353999995)",GRANT AVENUE
146666,3637129,566427674,08/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,984338.0,208351.0,40.738560221000064,-73.99968389599995,"(40.73856022100006, -73.99968389599996)",14 STREET
146678,3637141,447188811,08/23/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,1000989.0,245670.0,40.84097499400008,-73.93950511099996,"(40.84097499400008, -73.93950511099996)",168 ST.-WASHINGTON HTS.
146702,3637165,327554801,09/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1012345.0,263323.0,40.88939827600007,-73.89838946899994,"(40.88939827600007, -73.89838946899994)",242 ST.-VAN CORTLANDT PARK
146704,3637167,498960598,09/04/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
146729,3637192,687505516,09/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1052559.0,159711.0,40.604791059000036,-73.75399925399995,"(40.604791059000036, -73.75399925399995)",FAR ROCKAWAY-MOTT AVE.
146734,3637197,231760933,09/02/2019,ROBBERY,COMPLETED,FELONY,BRONX,1008114.0,244866.0,40.838751870000074,-73.91375755599995,"(40.838751870000074, -73.91375755599995)",170 STREET
146817,3637281,235473405,09/02/2019,ROBBERY,ATTEMPTED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
146852,3637316,924778284,08/31/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,1019779.0,185370.0,40.675411501000035,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",EUCLID AVENUE
146874,3637338,384181015,08/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,998908.0,225000.0,40.78424530300003,-73.94707117799999,"(40.78424530300003, -73.94707117799999)",96TH STREET
146952,3637417,284952844,09/05/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
147038,3637503,795833084,09/03/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,994705.0,149645.0,40.57741900100008,-73.96236517499993,"(40.577419001000074, -73.96236517499993)",BRIGHTON BEACH
147094,3637559,737929796,09/08/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1039726.0,195270.0,40.702482133000046,-73.799922252,"(40.702482133000046, -73.799922252)",PARSONS/ARCHER-JAMAICA CENTER
147130,3637595,190791509,09/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,996943.0,238533.0,40.82139271900007,-73.95414124099993,"(40.82139271900007, -73.95414124099993)",137 ST.-CITY COLLEGE
147162,3637627,442859520,09/03/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BROOKLYN,1010287.0,186518.0,40.67859550700007,-73.90613035499997,"(40.67859550700007, -73.90613035499997)",BROADWAY-EAST NEW YORK
147177,3637642,332592995,09/05/2019,SEX CRIMES,COMPLETED,FELONY,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-TIMES SQUARE
147223,3637689,754247609,09/03/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,986848.0,212883.0,40.75099904800004,-73.99062471199994,"(40.75099904800004, -73.99062471199994)",34 ST.-PENN STATION
147243,3637710,956064491,09/04/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,QUEENS,1052559.0,159711.0,40.604791059000036,-73.75399925399995,"(40.604791059000036, -73.75399925399995)",FAR ROCKAWAY-MOTT AVE.
147331,3637798,908169591,09/02/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,986553.0,207131.0,40.735211323000044,-73.99169139799993,"(40.735211323000044, -73.99169139799993)",UNION SQUARE
147343,3637810,676884814,08/19/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BRONX,1004749.0,240880.0,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",161 ST.-YANKEE STADIUM
147362,3637829,551667039,09/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1010287.0,186518.0,40.67859550700007,-73.90613035499997,"(40.67859550700007, -73.90613035499997)",BROADWAY-EAST NEW YORK
147444,3637912,113721384,06/25/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
147540,3638008,554259979,08/01/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,1016653.0,182077.0,40.66638495300003,-73.88320041399999,"(40.66638495300003, -73.88320041399999)",NEW LOTS AVENUE
147557,3638025,973174262,09/06/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 ST.-UNION SQUARE
147638,3638108,428681269,09/07/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,999539.0,239499.0,40.82404000400004,-73.94475961199998,"(40.82404000400004, -73.94475961199998)",145 STREET
147708,3638179,498278657,09/08/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,997963.0,240372.0,40.82643872800003,-73.95045219099995,"(40.82643872800003, -73.95045219099995)",145 STREET
147720,3638191,815488916,09/05/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,1017978.0,262492.0,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",WOODLAWN
147760,3638231,691471088,09/01/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,991725.0,217725.0,40.76428632600005,-73.97301719399997,"(40.76428632600005, -73.97301719399997)",5 AVENUE
